rid,singer,title,top1_word,top3_words,top1_match,top3_match
164699,梁静茹,如果有一天,时间,时间、发现、越,0,0
1027785,梁静茹,情歌,情歌,情歌、轻轻、还好,1,1
540920,梁静茹,梦醒时分 (Live),总是,总是、说、人,0,0
164616,梁静茹,分手快乐,分手,分手、快乐、想,1,1
12367214,梁静茹,丝路,爱上,爱上、之后、哭,0,0
452405992,梁静茹,住在心里的人,人,人、阿嬷、说,1,1
91823,梁静茹,明明很爱你,明明,明明、男、合,1,1
934091,梁静茹,暖暖,好,好、说、希望,0,0
231323,孙燕姿,我怀念的,记得,记得、怀念、爱,0,1
296504,孙燕姿,遇见,未来,未来、人、听见,0,0
325842,孙燕姿,开始懂了,相信,相信、怕、伤害,0,0
234519,孙燕姿,遇见,未来,未来、人、听见,0,0
423818,孙燕姿,绿光,绿光,绿光、green、light,1,1
95769,孙燕姿,我不难过,懂,懂、寂寞、虽然,0,0
117839,孙燕姿,第一天,first,first、day、第一天,0,1
231321,孙燕姿,逆光,光,光、逆、一直,1,1
325268,孙燕姿,天黑黑,天黑黑,天黑黑、人、世界,1,1
22286406,孙燕姿,遇见,未来,未来、人、听见,0,0
182814,孙燕姿,"Tonight, I feel close to you (with 孫 燕姿<yan-zi>)",by,by、sky、wish,0,0
40915919,孙燕姿,半句再见,遗忘,遗忘、放、过往,0,0
168322,孙燕姿,"Tonight,I feel close to you",倉木,倉木、麻衣、孙燕姿,0,0
15899822,孙燕姿,雨天,能,能、体谅、雨天,0,1
234498,孙燕姿,开始懂了,相信,相信、怕、伤害,0,0
117836,孙燕姿,眼泪成诗,变成,变成、分手、伤,0,0
234500,孙燕姿,绿光,绿光,绿光、green、light,1,1
22282793,孙燕姿,开始懂了,相信,相信、怕、伤害,0,0
203339,孙燕姿,雨天,能,能、体谅、雨天,0,1
359661820,孙燕姿,开始懂了 (黑胶版),相信,相信、怕、伤害,0,0
22286394,孙燕姿,绿光,绿光,绿光、里、如此,1,1
234518,孙燕姿,雨天,能,能、体谅、雨天,0,1
4057680,孙燕姿,克卜勒,一闪,一闪、星星、挂,0,0
117840,孙燕姿,Honey Honey,honey,honey、总是、拥抱,1,1
411721992,孙燕姿,遇见 (黑胶版),未来,未来、人、听见,0,0
538730146,ProdbyMend,咏春 (等你等你等你的一切DJ版),等,等、歌咏、春天,1,1
536916552,ProdbyMend,海屿你,求,求、别、离开,0,0
412945074,ProdbyMend,心之火DJ (谁的爱太疯任性的挥霍),爱,爱、疯、here,1,1
536321783,ProdbyMend,精卫,尘埃,尘埃、太想、云开,0,0
548191604,ProdbyMend,最真的梦 (有力量版),今夜,今夜、微风、心,0,0
434778540,ProdbyMend,我是奶龙 (我才是奶龙),后,后、提裤、社会,0,0
538063195,ProdbyMend,亲密爱人 (微醺R&B版),亲密,亲密、爱人、亲爱,1,1
537317844,ProdbyMend,乌兰巴托的夜 (空灵女音),静,静、乌兰巴托、夜,0,1
463342255,ProdbyMend,最后一页 (DJ版),泪,泪、最后、能否,0,1
533660541,ProdbyMend,只要有你 (R&B版),能,能、从此、能画,0,0
465012284,ProdbyMend,情非得已 (DJ版),爱上你,爱上你、会、只怕,0,0
535064274,ProdbyMend,漫步人生路 (R&B版),身边,身边、愿、苦痛,0,0
533110993,ProdbyMend,遗憾 (R&B版),要,要、与其、让你在,0,0
537302758,ProdbyMend,从开始到现在 (R&B版),人,人、爱、难道,0,0
464088908,ProdbyMend,最后一页 (海潮声淹没了离别时的黄昏),泪,泪、最后、想,0,1
434774329,ProdbyMend,Counting Stars (燃尽小曲),ve,ve、been、将,0,0
424389024,ProdbyMend,红色高跟鞋 (DJ版),像,像、红色、高跟鞋,0,1
536204383,ProdbyMend,情歌 (深情男声),情歌,情歌、轻轻、还好,1,1
535968652,ProdbyMend,信仰 (心碎女声),多么,多么、想、不管,0,0
527197722,ProdbyMend,你那么爱她 (R&B版),爱,爱、留下、深爱,1,1
539156337,ProdbyMend,等你等你的一切 (别辜负眼前季节),等,等、微微、阳光,1,1
539699816,ProdbyMend,等你爱我 (R&B氛围版),等,等、爱、一次,1,1
537515951,ProdbyMend,love story (微醺R&B版),ll,ll、love、were,0,1
539697857,ProdbyMend,花香 (R&B版),花香,花香、记忆、阵阵,1,1
534762726,ProdbyMend,最美的梦 (烟嗓女声版),梦,梦、今夜、微风,1,1
176704915,莫文蔚,这世界那么多人,中,中、世界、多人,0,1
1697454,莫文蔚,盛夏的果实,说,说、会、爱,0,0
166739,莫文蔚,阴天,两个,两个、阴天、开灯,0,1
21762578,莫文蔚,一生所爱,男,男、女、外,0,0
320577,莫文蔚,电台情歌,将,将、爱情、一直,0,0
41384797,莫文蔚,慢慢喜欢你,慢慢,慢慢、喜欢、荒井,1,1
608747136,莫文蔚,忐白门 (Live),咦,咦、嘶、人,0,0
166731,莫文蔚,忽然之间,爱,爱、分不开、就算,0,0
162196353,莫文蔚,那么爱你为什么,爱,爱、笑、或者,1,1
38000118,莫文蔚,一生所爱,外,外、苦海、翻,0,0
166676,莫文蔚,盛夏的果实,说,说、会、爱,0,0
467379433,莫文蔚,岁月里的花,by,by、鲜花、钱雷,0,0
237919,莫文蔚,那么爱你为什么,爱,爱、笑、或者,1,1
296297,莫文蔚,如果没有你,真的,真的、好想你、哪里,0,0
28667531,莫文蔚,阴天,两个,两个、阴天、开灯,0,1
166771,莫文蔚,他不爱我,心,心、爱、不够,0,1
3615944,莫文蔚,电台情歌,将,将、爱情、一直,0,0
21766991,莫文蔚,广岛之恋,爱过,爱过、男、女,0,0
166760,莫文蔚,是非题,爱,爱、清楚、非爱,0,0
6307314,莫文蔚,当你老了,loved,loved、when、old,0,0
85688,莫文蔚,阴天,两个,两个、阴天、开灯,0,1
58697,莫文蔚,广岛之恋,爱过,爱过、男、女,0,0
452708856,莫文蔚,歌曲：岁月里的花 (Live),鲜花,鲜花、用、看,0,0
74462,周华健,花心,只要,只要、愿意、梦划,0,0
321327,周华健,刀剑如梦,匆匆,匆匆、一生、生死与共,0,0
949749,周华健,刀剑如梦,匆匆,匆匆、一生、生死与共,0,0
321345,周华健,朋友,朋友,朋友、走、会,1,1
151365271,周华健,难念的经,笑,笑、吞风、吻,0,0
159010,周华健,风雨无阻,够不够,够不够、多、好,0,0
159052,周华健,风雨无阻,够不够,够不够、多、好,0,0
237951,周华健,让我欢喜让我忧,多一点点,多一点点、请、温柔,0,0
1115252,周华健,难念的经,笑,笑、吞风、吻,0,0
672712,周华健,有没有一首歌会让你想起我,有没有,有没有、一首歌、会,1,1
29550915,周华健,其实不想走,其实,其实、不想、走,1,1
226933196,周华健,花心,只要,只要、愿意、梦划,0,0
63128,周华健,若不是因为你,里,里、若、依然,0,1
38526962,周华健,最近比较烦,比较烦,比较烦、不烦、麻烦,1,1
38513799,周华健,神话情话,爱是,爱是、男、爱,0,0
321396,周华健,最真的梦,今夜,今夜、微风、心,0,0
63086,周华健,天下有情人,爱是,爱是、合、说,0,0
159011,周华健,孤枕难眠,告诉,告诉、想着、黑夜,0,0
237803,周华健,有没有一首歌会让你想起我,有没有,有没有、一首歌、会,1,1
39754506,周华健,漂洋过海来看你 (Live),曾,曾、陌生、城市,0,0
540933977,周华健,恭喜自己,恭喜,恭喜、成龙、周华健,1,1
3984365,周华健,真心英雄,真心,真心、把握、生命,1,1
321333,周华健,其实不想走,其实,其实、不想、走,1,1
159090,周华健,风雨无阻 (Live),够不够,够不够、多、好,0,0
81168,周华健,孤枕难眠,告诉,告诉、想着、黑夜,0,0
80080,陈慧娴,千千阕歌,日,日、纵使、今晚,0,0
25251981,陈慧娴,千千阕歌,日,日、纵使、千千,0,1
66448,陈慧娴,人生何处不相逢,一刹,一刹、随风飘荡、随浪,0,0
16994198,陈慧娴,千千阕歌,日,日、纵使、今晚,0,0
877356,陈慧娴,飘雪,心痛,心痛、追忆、原来,0,0
159822,陈慧娴,月亮,月儿,月儿、愿、要,0,0
159834,陈慧娴,傻女 (Album Version),饰演,饰演、共、毛衣,0,0
699784,陈慧娴,人生何处不相逢,一刹,一刹、随风飘荡、随浪,0,0
80091,陈慧娴,情意结,为何,为何、原来、难得,0,0
386146885,陈慧娴,千千阙歌,日,日、纵、今晚,0,0
382656,陈慧娴,月半小夜曲,仍然,仍然、独奏、以后,0,0
26239928,陈慧娴,飘雪,心痛,心痛、追忆、原来,0,0
76890,陈慧娴,孤单背影,未,未、为何、了解,0,0
159948,陈慧娴,归来吧,快乐,快乐、老家、galiahna,0,0
159832,陈慧娴,逝去的诺言,说,说、已别、这份,0,0
445973179,陈慧娴,千千阙歌   夕阳之歌 (Live),牛班,牛班、newband、日,0,0
76912,陈慧娴,跳舞街,wanna,wanna、明日、似,0,0
159792,陈慧娴,夜机,情,情、心、于,0,0
489379883,陈慧娴,千千阕歌 (黑胶版),千千,千千、日、纵使,1,1
159945,陈慧娴,傻女,饰演,饰演、共、毛衣,0,0
159815,陈慧娴,归来吧,快乐,快乐、老家、galiahna,0,0
995195,陈慧娴,情意结,为何,为何、原来、难得,0,0
160054,陈慧娴,飘雪,心痛,心痛、追忆、原来,0,0
1035026,杨丞琳,雨爱,爱,爱、一、像,1,1
250450649,杨丞琳,雨爱 (DJ版),爱,爱、一、像,1,1
447012,杨丞琳,带我走,走,走、带、人,1,1
22800405,杨丞琳,匿名的好友,温柔,温柔、握、手,0,0
616333,杨丞琳,雨爱,爱,爱、一、像,1,1
614114042,杨丞琳,失眠 (Live),音乐,音乐、维伴、尝试,0,0
608664542,杨丞琳,喜欢 (Live),音乐,音乐、维伴、喜欢,0,1
96090697,杨丞琳,雨爱 (2010-2011台北最High新年城跨年晚会现场),爱,爱、一、像,1,1
127421,杨丞琳,左边,左边,左边、爱、总是,1,1
208755012,杨丞琳,如愿 (Live),音乐,音乐、维伴、杨丞琳,0,0
320478,杨丞琳,左边,左边,左边、爱、总是,1,1
9895357,杨丞琳,搁浅 (Live),读着,读着、原谅、会,0,0
23542680,杨丞琳,暧昧,人,人、何时、该,0,0
38615712,杨丞琳,雨爱,爱,爱、一、像,1,1
9827887,杨丞琳,年轮说,这个,这个、看、计算,0,0
650221,杨丞琳,雨爱,爱,爱、一、像,1,1
38615673,杨丞琳,左边,左边,左边、爱、总是,1,1
6842822,杨丞琳,仰望,仰望,仰望、不让、能,1,1
597126334,杨丞琳,亲爱的你，好久不见,音乐,音乐、会、翻过,0,0
23544268,杨丞琳,不被祝福的幸福,懂,懂、怀疑、哭泣,0,0
243521650,杨丞琳,光阴的故事 (Live),shanghai,shanghai、kms、流水,0,0
601699326,杨丞琳,匿名的好友 (Live),音乐,音乐、维伴、执着,0,0
204545813,杨丞琳,千年之恋 (Live),音乐,音乐、维伴、张碧晨,0,0
597534744,杨丞琳,爱河 (Live),音乐,音乐、维伴、爱河,0,1
9895353,杨丞琳,她说 (Live),杨,杨、周、等,0,0
4390529,伍佰 & China Blue,突然的自我,多,多、将、突然,0,1
3933760,伍佰 & China Blue,突然的自我,多,多、将、留,0,0
888898,伍佰 & China Blue,挪威的森林,不该,不该、心中、将,0,0
125458,伍佰 & China Blue,再度重相逢,不同,不同、世界、如此,0,0
28718450,伍佰 & China Blue,白鸽,至少,至少、拥有、自由,0,0
56102282,伍佰 & China Blue,泪桥,寂寞,寂寞、人、落花,0,0
56102276,伍佰 & China Blue,再度重相逢,不同,不同、世界、如此,0,0
56102277,伍佰 & China Blue,晚风,当,当、我俩、变成,0,0
28718451,伍佰 & China Blue,与你到永久,心,心、放在、手中,0,0
60245,伍佰 & China Blue,浪人情歌,将,将、通通、忘记,0,0
1086935,伍佰 & China Blue,梦醒时分,总是,总是、说、人,0,0
53885666,伍佰 & China Blue,突然的自我 (Live),多,多、将、留,0,0
315892,伍佰 & China Blue,Last Dance,爱,爱、将、人,0,0
21247468,伍佰 & China Blue,浪人情歌,将,将、通通、想,0,0
11105351,伍佰 & China Blue,泪桥,寂寞,寂寞、人、落花,0,0
4301104,伍佰 & China Blue,再度重相逢,再度,再度、重、相逢,1,1
13615868,伍佰 & China Blue,晚风,当,当、我俩、变成,0,0
39593623,伍佰 & China Blue,与你到永久,心,心、放在、手中,0,0
21247495,伍佰 & China Blue,被动,爱,爱、越久、越,0,0
3208797,伍佰 & China Blue,浪人情歌 (Live),忘记,忘记、想、悲伤,0,0
3208809,伍佰 & China Blue,晚风 (Live),当,当、慢慢、吹,0,0
152785011,伍佰 & China Blue,晚风 (DJ版),当,当、我俩、变成,0,0
299981125,伍佰 & China Blue,梦醒时分,总是,总是、说、人,0,0
12958849,伍佰 & China Blue,Last Dance (Live),爱,爱、将、人,0,0
245288689,伍佰 & China Blue,梦醒时分,总是,总是、说、人,0,0
57935,邓丽君,我只在乎你,人生,人生、任、时光,0,0
391950,邓丽君,月亮代表我的心,我爱你,我爱你、心、月亮代表,0,1
92572,邓丽君,漫步人生路,身边,身边、愿、苦痛,0,0
57850,邓丽君,恰似你的温柔,怀念,怀念、如今、年复一年,0,0
161827,邓丽君,漫步人生路,身边,身边、愿、苦痛,0,0
161611,邓丽君,我只在乎你,人生,人生、任、时光,0,0
71467,邓丽君,甜蜜蜜,哪里,哪里、梦里、见,0,0
229277,邓丽君,甜蜜蜜,哪里,哪里、梦里、见,0,0
22806416,邓丽君,漫步人生路,身边,身边、愿、苦痛,0,0
24053323,邓丽君,阿里山的姑娘,姑娘,姑娘、少年、高山,1,1
22828318,邓丽君,北国の春,の,の、あ、北国,1,1
776001,邓丽君,你怎么说,说,说、忘记、两天,1,1
371364,邓丽君,漫步人生路,身边,身边、愿、苦痛,0,0
92564,邓丽君,小城故事,小城,小城、谈、说,1,1
105819,邓丽君,甜蜜蜜,哪里,哪里、梦里、见,0,0
984497,邓丽君,漫步人生路,身边,身边、愿、苦痛,0,0
57943,邓丽君,北国之春,里,里、衷心、谢谢您,0,0
3614318,邓丽君,夜来香,夜来香,夜来香、为、歌唱,1,1
3614320,邓丽君,又见炊烟,诗情画意,诗情画意、虽然、美丽,0,0
1148127,邓丽君,微风细雨,微风,微风、细雨、淋着,1,1
22802880,邓丽君,甜蜜蜜 (Live In Hong Kong / 1982),哪里,哪里、梦里、见,0,0
161705,邓丽君,月亮代表我的心,我爱你,我爱你、心、月亮代表,0,1
634074,邓丽君,四季歌,到来,到来、大姑娘、长,0,0
3085691,邓丽君,你怎么说,说,说、忘记、两天,1,1
28684303,邓丽君,我只在乎你,人生,人生、任、时光,0,0
221390627,赵乃吉,总以为来日方长,忘,忘、后来、不慌不忙,0,0
182511256,赵乃吉,曾经你说,看,看、要、曾经,0,1
410998422,赵乃吉,相见恨晚,说,说、爱、相见恨晚,0,1
423798063,赵乃吉,谁 (治愈版),无力,无力、多想、面对,0,0
464870820,赵乃吉,推开世界的门,世界,世界、泥、原来,1,1
359702458,赵乃吉,漂洋过海来看你（DJ阿卓版）,曾,曾、能、彼此,0,0
407546306,赵乃吉,黄昏（DJ德朋版）,黄昏,黄昏、依然、记得,1,1
406870189,赵乃吉,有多少爱可以重来（DJ阿卓版）,多少,多少、人、爱,1,1
489084698,赵乃吉,你怎么舍得我难过（深情版）,人,人、最爱、舍得,0,1
408830402,赵乃吉,问（DJ版）,女人,女人、为、总是,0,0
418584142,赵乃吉,祝你一路顺风,说,说、出口、好,0,0
465348093,赵乃吉,座位,那位,那位、身边、代替,0,0
5632632,赵乃吉,最初的温柔,别,别、停留、誓言,0,0
592970638,赵乃吉,天灰,变成,变成、天空、有点,0,0
501256863,赵乃吉,只要有你,能,能、从此、能画,0,0
502337420,赵乃吉,撕夜(DJ阿尼),冷冷的,冷冷的、人、梦,0,0
385581229,赵乃吉,痴心绝对 （DJ阿卓版）,会,会、一天、永远,0,0
465348077,赵乃吉,座位 (DJ铁柱版),那位,那位、身边、代替,0,0
433782191,赵乃吉,七月七日晴（DJ阿卓版）,忽然,忽然、dj、一片,0,1
418379905,赵乃吉,断点（DJ阿卓版）,脸,脸、吻、看见,0,0
592866015,赵乃吉,等你的季节,等,等、要、会,1,1
271986256,赵乃吉,梦醒时分·2023,总是,总是、人、说,0,0
189396707,赵乃吉,错都错了,好好,好好、反正、爱,0,0
261453336,赵乃吉,敬不到来日方长,不到,不到、不尽、人生,1,1
513323761,赵乃吉,放生(DJ阿尼),人,人、生活、放,0,1
158361,张宇,月亮惹的祸,错,错、承认、惹,0,1
228948,张宇,雨一直下,爱到深处,爱到深处、下、要,0,1
215725,张宇,给你们,几分,几分、要、爱,0,0
105279,张宇,曲终人散,曲终人散,曲终人散、寂寞、多,1,1
105269,张宇,一言难尽,爱,爱、哪里、为难,0,0
105287,张宇,给你们,几分,几分、要、爱,0,0
158392,张宇,曲终人散,曲终人散,曲终人散、寂寞、多,1,1
158378,张宇,用心良苦,要,要、爱、痛,0,0
158344,张宇,小小的太阳,爱,爱、总是、应该,0,0
6951178,张宇,一言难尽,爱,爱、哪里、为难,0,0
105281,张宇,雨一直下,爱到深处,爱到深处、下、要,0,1
15089771,张宇,小小的太阳 (Remastered),爱,爱、总是、应该,0,0
105267,张宇,囚鸟,像是,像是、可有可无、影子,0,0
16948463,张宇,月亮惹的祸,错,错、承认、惹,0,1
158367,张宇,男人的好,好,好、男人、才能,1,1
15212920,张宇,一言难尽 (Remastered),爱,爱、哪里、为难,0,0
61226,张宇,雨一直下,爱到深处,爱到深处、下、要,0,1
408047,张宇,用心良苦,要,要、爱、痛,0,0
158390,张宇,一言难尽,爱,爱、哪里、为难,0,0
3442391,张宇,趁早 (Live),要,要、想、趁早,0,1
215717,张宇,大女人,爱,爱、要、证明,0,0
15089781,张宇,趁早 (2005 Version),要,要、想、趁早,0,1
2837509,张宇,单恋一枝花,说,说、大声、拜拜,0,0
6967331,张宇,用心良苦,要,要、爱、痛,0,0
158403,张宇,月亮惹的祸,错,错、承认、惹,0,1
89622,王心凌,爱你,想,想、爱、一点,0,1
89626,王心凌,第一次爱的人,day,day、went、away,0,0
122706,王心凌,我会好好的,深深,深深、爱、苦苦,0,0
342238654,王心凌,我爱你中国 (Live),为,为、牛班、newband,0,0
58240758,王心凌,大眠,恋,恋、爱、完,0,0
122708,王心凌,睫毛弯弯,眨,眨、好、弯弯,0,1
122701,王心凌,梦的光点,梦,梦、追、光点,1,1
620461,王心凌,第一次爱的人,day,day、went、away,0,0
150605341,王心凌,第一次爱的人,失去,失去、day、went,0,0
150605383,王心凌,彩虹的微笑,easy,easy、怎样、easyeasy,0,0
169088,王心凌,当你,当,当、想、说,1,1
104118,王心凌,Honey,honey,honey、心里、爱,1,1
620470,王心凌,睫毛弯弯,眨,眨、好、弯弯,0,1
134979,王心凌,黄昏晓,吹,吹、风吹、追,0,0
113118,王心凌,Da Da Da,da,da、lu、yo,1,1
400551533,王心凌,如愿 (Live),愿,愿、将、爱,1,1
102845,王心凌,第一次爱的人,day,day、went、away,0,0
323856144,王心凌,大中国 (Live),中国,中国、牛班、newband,1,1
1018882,王心凌,不哭,忍住,忍住、不哭、出,0,1
275077,王心凌,彩虹的微笑,easy,easy、怎样、ye,0,0
150605350,王心凌,花的嫁纱,爱,爱、中、绝望,0,0
326305322,王心凌,送你一朵小红花 (Live),送,送、一朵、小红花,1,1
28718343,王心凌,爱你,想,想、爱、一点,0,1
2265609,王心凌,睫毛弯弯,眨,眨、好、弯弯,0,1
22807949,刘珂矣,半壶纱,怎知,怎知、浮生、一片,0,0
6826036,刘珂矣,风筝误,误,误、风筝、梨花,1,1
324796602,刘珂矣,半壶纱 (变速版),怎知,怎知、浮生、一片,0,0
338920163,刘珂矣,半壶纱 (DJ名龙版),怎知,怎知、浮生、一片,0,0
349693821,刘珂矣,半壶纱 (Single Version),怎知,怎知、浮生、一片,0,0
143381134,刘珂矣,闲庭絮,闲时,闲时、立、黄昏,0,0
63015039,刘珂矣,半壶纱,怎知,怎知、浮生、一片,0,0
6826023,刘珂矣,半壶纱 (纯音乐),怎知,怎知、浮生、一片,0,0
6826032,刘珂矣,芙蓉雨,怎地,怎地、多一份、情,0,0
6826037,刘珂矣,缥缃醉,已,已、一窗、间,0,0
596132971,刘珂矣,万江天色,问,问、清风、我醉,0,0
278701809,刘珂矣,花满汐,卖花,卖花、但愿、四海,0,0
219364341,刘珂矣,青山册,珂,珂、合、凯,0,0
85087552,刘珂矣,香雪迟,南方,南方、下、雨,0,0
192498840,刘珂矣,人间一两风,但愿,但愿、总有、人间,0,1
6826031,刘珂矣,忘尘谷,人,人、一路、吹笛,0,0
257180507,刘珂矣,落纸三千,蘸,蘸、眼泪、画,0,0
233262441,刘珂矣,半壶纱 (3D环绕版),怎知,怎知、浮生、一片,0,0
173644241,刘珂矣,提诗侧畔,一澜,一澜、一痴、一念,0,0
6826033,刘珂矣,一袖云,唔,唔、云、呃,0,1
147559450,刘珂矣,闲庭絮 (DJ版),闲时,闲时、立、黄昏,0,0
69193905,刘珂矣,浮年盏,当时,当时、年、饮,0,1
6826028,刘珂矣,风筝误 (纯音乐),该,该、歌曲、为,0,0
40077080,刘珂矣,暖山,有时,有时、将、满山,0,0
531276057,老板,我曾像傻子一样爱你 (DJEva版),像,像、个、拼命,1,1
528052465,老板,我曾像傻子一样爱你,像,像、个、拼命,1,1
538735826,老板,思念成灾 (DJ阿诺版),像,像、可惜、宣发,0,0
261458302,老板,死心,明明,明明、很想、放弃,0,0
611037129,老板,我不该动情,我发,我发、疯、爱,0,0
576430104,老板,不妨问问你自己,不妨,不妨、问问、快乐,1,1
531300748,老板,我曾像傻子一样爱你 (DJ豪大大版),像,像、个、拼命,1,1
534567331,老板,思念成灾 (遗憾男版),像,像、可惜、宣发,0,0
559096751,老板,作废的约定,约定,约定、个、可,1,1
538057501,老板,风往故乡吹 (思乡版),等,等、乡、风往,0,1
543498108,老板,故乡的风来了又走,故乡,故乡、风、走,1,1
555366873,老板,我已把孟婆的汤喝光,说,说、孟婆、汤,0,1
531300720,老板,我曾像傻子一样爱你 (DJ阿诺版),像,像、个、拼命,1,1
556993565,老板,深爱过的人怎么放手,曾,曾、就算、能,0,0
592903516,老板,我很累却不敢喊疼,其实,其实、喊、疼,0,1
565834411,老板,忘了 (R&B版),爱,爱、说、能,0,0
140951841,老板,再也不见，至死怀念,怀念,怀念、真的、可,1,1
300316734,老板,做个俗人不谈情,从此,从此、只、不谈,0,1
558559290,老板,可惜春风不懂我伤悲,懂,懂、像、可惜,1,1
558559261,老板,可惜春风不懂我伤悲 (DJEva版),懂,懂、像、可惜,1,1
606644643,老板,这一生你会遇见谁早已注定,人,人、一生、换来,0,1
318854211,老板,骗子说给傻子听,动,动、说、连,0,1
560361909,老板,他究竟有多好,究竟,究竟、多、好,1,1
563747617,老板,有种心痛是你不再属于我,忘,忘、彻底、爱,0,0
556993639,老板,深爱过的人怎么放手 (DJ小行版),曾,曾、就算、能,0,0
96765035,刘若英,后来,后来,后来、如何、人,1,1
58550,刘若英,后来,后来,后来、如何、人,1,1
82702,刘若英,原来你也在这里,原来,原来、人、若,1,1
251280,刘若英,当爱在靠近,有人,有人、决定、每,0,0
238223,刘若英,后来,后来,后来、人、如何,1,1
165941,刘若英,后来,后来,后来、如何、人,1,1
165928,刘若英,为爱痴狂,像,像、爱、问问,0,1
22863738,刘若英,为爱痴狂,像,像、爱、问问,0,1
27779017,刘若英,当爱在靠近 (Live),有人,有人、决定、每,0,0
1024063,刘若英,当爱在靠近,有人,有人、决定、每,0,0
326812,刘若英,很爱很爱你,爱,爱、愿意、幸福,1,1
165975,刘若英,成全,成全,成全、一句、人,1,1
39981180,刘若英,大家来恋爱,恋爱,恋爱、徐、刘,1,1
51574603,刘若英,分开旅行,black,black、巴黎、heart,0,0
165927,刘若英,很爱很爱你,爱,爱、愿意、幸福,1,1
3360263,刘若英,幸福就是,幸福,幸福、爱、懂得,1,1
52622295,刘若英,原来你也在这里,原来,原来、人、若,1,1
56191019,刘若英,原来你也在这里 (Live),原来,原来、人、若,1,1
40429561,刘若英,当爱在靠近,有人,有人、决定、每,0,0
6944517,刘若英,分开旅行,black,black、巴黎、heart,0,0
3332403,刘若英,亲爱的路人,人,人、爱、所谓,1,1
27779020,刘若英,为爱痴狂 (Live),像,像、爱、问问,0,1
685272,刘若英,我们没有在一起,一起,一起、至少、像,1,1
215048,刘若英,一辈子的孤单,孤单,孤单、越、想,1,1
326822,刘若英,为爱痴狂,像,像、爱、问问,0,1
78767,李克勤,月半小夜曲,仍然,仍然、独奏、以后,0,0
328566,李克勤,一生不变,分开,分开、痴心、吻,0,0
328667,李克勤,护花使者,心中,心中、身影、晚风,0,0
197391854,李克勤,致敬勇士,雪花,雪花、盛开、世界,0,0
148358,李克勤,月半小夜曲,仍然,仍然、独奏、以后,0,0
25252076,李克勤,红日,命运,命运、就算、一生,0,0
27133143,李克勤,一生不变,分开,分开、痴心、吻,0,0
256658844,李克勤,晚风心里吹,愿,愿、晚风、吹,0,1
1133143,李克勤,红日,命运,命运、就算、一生,0,0
1063033,李克勤,红日,命运,命运、就算、一生,0,0
4799031,李克勤,护花使者,心中,心中、身影、晚风,0,0
85672968,李克勤,天下有情人 (Live),爱是,爱是、说、等到,0,0
148208,李克勤,一生不变,分开,分开、痴心、吻,0,0
1651004,李克勤,月半小夜曲,仍然,仍然、独奏、以后,0,0
224561124,李克勤,红日 (Live),命运,命运、就算、一生,0,0
328537,李克勤,爱你不需要理由,接受,接受、从来、以后,0,0
982768,李克勤,爱你不需要理由,接受,接受、从来、以后,0,0
148555,李克勤,旧欢如梦,早经,早经、消散、莫再,0,0
378473507,李克勤,一生不变 (黑胶版),分开,分开、痴心、吻,0,0
25251943,李克勤,红日,命运,命运、就算、一生,0,0
140178877,李克勤,护花使者 (1991年度十大劲歌金曲颁奖典礼现场),心中,心中、身影、晚风,0,0
148385,李克勤,辜负你的情,辜负,辜负、情、情忘,1,1
328689,李克勤,一生中最爱,想,想、谭、会,0,0
90100,张国荣,倩女幽魂,路,路、茫茫、美梦,0,0
80458,张国荣,沉默是金,不再,不再、洒脱、做人,0,0
55014,张国荣,当年情,轻轻,轻轻、为、温馨,0,0
157050,张国荣,明月夜,身边,身边、等待、是否,0,0
6638869,张国荣,倩女幽魂,路,路、茫茫、美梦,0,0
295176,张国荣,当爱已成往事,人生,人生、痛、总是,0,0
27129203,张国荣,倩女幽魂,路,路、茫茫、美梦,0,0
157159,张国荣,风继续吹,吹,吹、泪、要,1,1
127207,张国荣,沉默是金,不再,不再、洒脱、做人,0,0
156980,张国荣,玻璃之情,我会,我会、玻璃、信,0,1
55156,张国荣,千千阕歌 (Live in Hong Kong / 1989-1990),今晚,今晚、日、纵使,0,0
157185,张国荣,当年情 (Live in Hong Kong / 1989-1990),轻轻,轻轻、为、温馨,0,0
157270,张国荣,Monica,thanks,thanks、monica、能,0,1
319718,张国荣,风继续吹,吹,吹、泪、要,1,1
3033090,张国荣,春夏秋冬,好,好、上、该,0,0
28214385,张国荣,沉默是金 (独唱版),不再,不再、洒脱、做人,0,0
22809041,张国荣,沉默是金(合唱),不再,不再、洒脱、做人,0,0
319947,张国荣,倩女幽魂,梦,梦、路、茫茫,0,0
154948,张国荣,沉默是金,许,许、张、合,0,0
297859,张国荣,有谁共鸣,静,静、风、清,0,0
27175108,张国荣,倩女幽魂,路,路、茫茫、美梦,0,0
54993,张国荣,我 (Mandarin Version),快乐,快乐、一种、喜欢,0,0
27860037,张国荣,沉默是金,不再,不再、洒脱、做人,0,0
157253,张国荣,别话,怀念,怀念、会、再见,0,0
80365,S.H.E,Super Star,爱,爱、super、star,0,1
6449263,S.H.E,你曾是少年,人,人、相信、许多年,0,0
240843,S.H.E,中国话,扁担,扁担、板凳、说,0,0
22863457,S.H.E,安静了,爱,爱、说、多,0,0
80362,S.H.E,半糖主义,爱,爱、我要、坚持,0,0
44435374,S.H.E,不想长大,不想,不想、长大、后,1,1
